"","price","dateoftransfer","yearchi","tfarea","laua","ldnm","RGN11NM"
"128",198000,2009-12-04,2009,146,"E07000177","Cherwell","South East"
"129",170000,2009-09-23,2009,56.68,"E07000177","Cherwell","South East"
"130",122500,2009-09-18,2009,72,"E07000177","Cherwell","South East"
"131",168500,2009-04-02,2009,85.88,"E07000177","Cherwell","South East"
"132",290000,2009-09-25,2009,108.55,"E07000177","Cherwell","South East"
"133",164000,2009-12-11,2009,74.6,"E07000177","Cherwell","South East"
"134",320000,2009-08-27,2009,173.49,"E07000177","Cherwell","South East"
"135",240000,2009-01-30,2009,133.64,"E07000177","Cherwell","South East"
"136",185000,2009-02-20,2009,88.44,"E07000177","Cherwell","South East"
"137",130000,2009-01-16,2009,88,"E07000177","Cherwell","South East"
"138",140000,2009-07-02,2009,73.6,"E07000177","Cherwell","South East"
"139",210000,2009-08-07,2009,81.9,"E07000177","Cherwell","South East"
"140",245000,2009-12-18,2009,110.3,"E07000177","Cherwell","South East"
"141",162000,2009-01-05,2009,70.42,"E07000177","Cherwell","South East"
"142",140000,2009-10-16,2009,41.715,"E07000177","Cherwell","South East"
"143",175000,2009-12-04,2009,62.98,"E07000177","Cherwell","South East"
"144",175000,2009-10-29,2009,84.2,"E07000177","Cherwell","South East"
"145",190000,2009-08-20,2009,74,"E07000177","Cherwell","South East"
"146",149950,2009-08-28,2009,62.88,"E07000177","Cherwell","South East"
"147",162500,2009-12-21,2009,57.6,"E07000177","Cherwell","South East"
"148",150000,2009-04-17,2009,49.8,"E07000177","Cherwell","South East"
"149",1050000,2009-10-28,2009,280.23,"E07000177","Cherwell","South East"
"150",4e+05,2009-05-18,2009,216,"E07000177","Cherwell","South East"
"151",180000,2009-06-23,2009,89.2,"E07000177","Cherwell","South East"
"152",175000,2009-12-23,2009,107,"E07000177","Cherwell","South East"
"153",2e+05,2009-02-06,2009,88.98,"E07000177","Cherwell","South East"
"154",169950,2009-03-03,2009,96.9,"E07000177","Cherwell","South East"
"155",3e+05,2009-09-28,2009,89.28,"E07000177","Cherwell","South East"
"156",4e+05,2009-09-03,2009,149.4,"E07000177","Cherwell","South East"
"157",170000,2009-10-16,2009,74,"E07000177","Cherwell","South East"
"158",202000,2009-06-30,2009,75.19,"E07000177","Cherwell","South East"
"159",230000,2009-11-10,2009,109.44,"E07000177","Cherwell","South East"
"160",237000,2009-05-08,2009,83.67,"E07000177","Cherwell","South East"
"161",137325,2009-05-21,2009,77,"E07000177","Cherwell","South East"
"162",150000,2009-02-02,2009,72,"E07000177","Cherwell","South East"
"163",531000,2009-03-09,2009,280.11,"E07000177","Cherwell","South East"
"164",260000,2009-06-30,2009,76.48,"E07000177","Cherwell","South East"
"165",189995,2009-03-18,2009,71.2,"E07000177","Cherwell","South East"
"166",470000,2009-10-08,2009,110.54,"E07000177","Cherwell","South East"
"167",184000,2009-09-03,2009,59.54,"E07000177","Cherwell","South East"
"168",73600,2009-07-21,2009,62.1,"E07000177","Cherwell","South East"
"169",220000,2009-10-16,2009,90.03,"E07000177","Cherwell","South East"
"170",180000,2009-05-19,2009,73.23,"E07000177","Cherwell","South East"
"171",115000,2009-06-22,2009,76.64,"E07000177","Cherwell","South East"
"172",287500,2009-05-06,2009,121.42,"E07000177","Cherwell","South East"
"173",249000,2009-08-21,2009,84.85,"E07000177","Cherwell","South East"
"174",195000,2009-12-04,2009,70.7,"E07000177","Cherwell","South East"
"175",85000,2009-08-24,2009,42.6,"E07000177","Cherwell","South East"
"176",180000,2009-12-02,2009,76.34,"E07000177","Cherwell","South East"
"177",167500,2009-10-12,2009,54.72,"E07000177","Cherwell","South East"
"178",235000,2009-08-10,2009,74.86,"E07000177","Cherwell","South East"
"179",107000,2009-07-09,2009,42,"E07000177","Cherwell","South East"
"180",115000,2009-06-05,2009,40.03,"E07000177","Cherwell","South East"
"181",168000,2009-04-21,2009,76.3,"E07000177","Cherwell","South East"
"182",5e+05,2009-08-21,2009,105.4,"E07000177","Cherwell","South East"
"183",135000,2009-12-18,2009,55.22,"E07000177","Cherwell","South East"
"184",172500,2009-09-18,2009,65.6,"E07000177","Cherwell","South East"
"185",233950,2009-11-25,2009,89.34,"E07000177","Cherwell","South East"
"186",175000,2009-04-03,2009,66,"E07000177","Cherwell","South East"
"187",167000,2009-11-12,2009,80.06,"E07000177","Cherwell","South East"
"188",120000,2009-04-09,2009,84,"E07000177","Cherwell","South East"
"189",299995,2009-10-16,2009,128,"E07000177","Cherwell","South East"
"190",135600,2009-10-21,2009,80,"E07000177","Cherwell","South East"
"191",135000,2009-09-25,2009,80,"E07000177","Cherwell","South East"
"192",330000,2009-11-25,2009,189.74,"E07000177","Cherwell","South East"
"193",133000,2009-09-25,2009,62.47,"E07000177","Cherwell","South East"
"194",266000,2009-10-16,2009,83.24,"E07000177","Cherwell","South East"
"195",185500,2009-12-04,2009,70.8,"E07000177","Cherwell","South East"
"196",197000,2009-07-10,2009,94,"E07000177","Cherwell","South East"
"197",207000,2009-09-10,2009,107,"E07000177","Cherwell","South East"
"198",175000,2009-12-15,2009,97.56,"E07000177","Cherwell","South East"
"199",249995,2009-11-20,2009,85.09,"E07000177","Cherwell","South East"
"200",235000,2009-10-23,2009,111.28,"E07000177","Cherwell","South East"
"201",191250,2009-12-22,2009,103.84,"E07000177","Cherwell","South East"
"202",175000,2009-07-30,2009,76,"E07000177","Cherwell","South East"
"203",173500,2009-12-11,2009,112,"E07000177","Cherwell","South East"
"204",115000,2009-01-07,2009,55.93,"E07000177","Cherwell","South East"
"205",282500,2009-11-27,2009,105.8,"E07000177","Cherwell","South East"
"206",220000,2009-12-03,2009,82.88,"E07000177","Cherwell","South East"
"207",435000,2009-09-18,2009,129.1,"E07000177","Cherwell","South East"
"208",210000,2009-05-15,2009,65.4,"E07000177","Cherwell","South East"
"209",268000,2009-12-04,2009,108.77,"E07000177","Cherwell","South East"
"210",210000,2009-07-03,2009,71.3,"E07000177","Cherwell","South East"
"211",103000,2009-04-17,2009,43.3,"E07000177","Cherwell","South East"
"212",245000,2009-04-30,2009,90.86,"E07000177","Cherwell","South East"
"213",247000,2009-04-22,2009,96.7,"E07000177","Cherwell","South East"
"214",180000,2009-10-02,2009,97.68,"E07000177","Cherwell","South East"
"215",168000,2009-08-27,2009,65.08,"E07000177","Cherwell","South East"
"216",160000,2009-12-23,2009,96.7,"E07000177","Cherwell","South East"
"217",2e+05,2009-11-23,2009,64,"E07000177","Cherwell","South East"
"218",245000,2009-05-20,2009,116,"E07000177","Cherwell","South East"
"219",2e+05,2009-04-27,2009,134.9,"E07000177","Cherwell","South East"
"220",192500,2009-10-23,2009,90.5,"E07000177","Cherwell","South East"
"221",195000,2009-08-28,2009,63.01,"E07000177","Cherwell","South East"
"222",178000,2009-10-16,2009,66.33,"E07000177","Cherwell","South East"
"223",6e+05,2009-07-06,2009,208,"E07000177","Cherwell","South East"
"224",190000,2009-06-03,2009,112,"E07000177","Cherwell","South East"
"225",344950,2009-07-16,2009,119.7,"E07000177","Cherwell","South East"
"226",102500,2009-10-02,2009,68.5,"E07000177","Cherwell","South East"
"227",125000,2009-04-08,2009,49.44,"E07000177","Cherwell","South East"
"228",225000,2009-09-16,2009,32.8,"E07000177","Cherwell","South East"
"229",194000,2009-12-21,2009,85.46,"E07000177","Cherwell","South East"
"230",297000,2009-09-04,2009,129.96,"E07000177","Cherwell","South East"
"231",320000,2009-06-26,2009,125,"E07000177","Cherwell","South East"
"232",190000,2009-08-28,2009,120.77,"E07000177","Cherwell","South East"
"233",246500,2009-12-18,2009,154.11,"E07000177","Cherwell","South East"
"234",235000,2009-07-16,2009,83,"E07000177","Cherwell","South East"
"235",167500,2009-08-06,2009,58.62,"E07000177","Cherwell","South East"
"236",285000,2009-03-06,2009,147.68,"E07000177","Cherwell","South East"
"237",225000,2009-10-09,2009,88.7,"E07000177","Cherwell","South East"
"238",162250,2009-08-12,2009,87.99,"E07000177","Cherwell","South East"
"239",405000,2009-07-06,2009,157.19,"E07000177","Cherwell","South East"
"240",134995,2009-02-27,2009,97.28,"E07000177","Cherwell","South East"
"241",365000,2009-11-24,2009,118,"E07000177","Cherwell","South East"
"242",2e+05,2009-08-05,2009,71.56,"E07000177","Cherwell","South East"
"243",229000,2009-05-29,2009,107.3,"E07000177","Cherwell","South East"
"244",143000,2009-11-27,2009,73.4,"E07000177","Cherwell","South East"
"245",170000,2009-12-14,2009,84,"E07000177","Cherwell","South East"
"246",175000,2009-07-31,2009,60,"E07000177","Cherwell","South East"
"247",175000,2009-12-23,2009,88.32,"E07000177","Cherwell","South East"
"248",355000,2009-12-22,2009,148.4,"E07000177","Cherwell","South East"
"249",155000,2009-05-22,2009,55.4,"E07000177","Cherwell","South East"
"250",215000,2009-07-10,2009,100,"E07000177","Cherwell","South East"
"251",166000,2009-08-21,2009,75.4,"E07000177","Cherwell","South East"
"252",153000,2009-03-13,2009,56.45,"E07000177","Cherwell","South East"
"253",190000,2009-11-20,2009,87,"E07000177","Cherwell","South East"
"254",248000,2009-12-04,2009,83.38,"E07000177","Cherwell","South East"
"255",175000,2009-09-16,2009,66,"E07000177","Cherwell","South East"
"256",190000,2009-06-11,2009,72.46,"E07000177","Cherwell","South East"
"257",450000,2009-09-23,2009,126.67,"E07000177","Cherwell","South East"
"258",250000,2009-05-11,2009,104.52,"E07000177","Cherwell","South East"
"259",250000,2009-07-22,2009,101.01,"E07000177","Cherwell","South East"
"260",140000,2009-12-11,2009,64.51,"E07000177","Cherwell","South East"
"261",240000,2009-11-20,2009,108.71,"E07000177","Cherwell","South East"
"262",172000,2009-10-23,2009,63.4,"E07000177","Cherwell","South East"
"263",360000,2009-12-10,2009,120.19,"E07000177","Cherwell","South East"
"264",148000,2009-10-02,2009,68.8,"E07000177","Cherwell","South East"
"265",191250,2009-09-25,2009,73.37,"E07000177","Cherwell","South East"
"266",182000,2009-06-04,2009,63.02,"E07000177","Cherwell","South East"
"267",2e+05,2009-10-26,2009,78.25,"E07000177","Cherwell","South East"
"268",133000,2009-12-11,2009,71.86,"E07000177","Cherwell","South East"
"269",150000,2009-06-02,2009,53.58,"E07000177","Cherwell","South East"
"270",130000,2009-09-02,2009,26.79,"E07000177","Cherwell","South East"
"271",250000,2009-02-20,2009,103.8,"E07000177","Cherwell","South East"
"272",120000,2009-05-22,2009,70.89,"E07000177","Cherwell","South East"
"273",265000,2009-09-03,2009,104.42,"E07000177","Cherwell","South East"
"274",175000,2009-05-15,2009,59.2,"E07000177","Cherwell","South East"
"275",292500,2009-09-11,2009,109.2,"E07000177","Cherwell","South East"
"276",360000,2009-09-25,2009,135.61,"E07000177","Cherwell","South East"
"277",152000,2009-07-31,2009,46.52,"E07000177","Cherwell","South East"
"278",156000,2009-06-05,2009,98.82,"E07000177","Cherwell","South East"
"279",175000,2009-11-20,2009,62.81,"E07000177","Cherwell","South East"
"280",121000,2009-04-03,2009,84,"E07000177","Cherwell","South East"
"281",150000,2009-08-07,2009,76.96,"E07000177","Cherwell","South East"
"282",175000,2009-12-22,2009,74.44,"E07000177","Cherwell","South East"
"283",250000,2009-07-17,2009,114.9,"E07000177","Cherwell","South East"
"284",135000,2009-07-31,2009,60.54,"E07000177","Cherwell","South East"
"285",158000,2009-12-03,2009,60.2,"E07000177","Cherwell","South East"
"286",225000,2009-10-16,2009,73.6,"E07000177","Cherwell","South East"
"287",187500,2009-09-04,2009,84.54,"E07000177","Cherwell","South East"
"288",220000,2009-12-22,2009,150.2,"E07000177","Cherwell","South East"
"289",120000,2009-06-30,2009,50.6,"E07000177","Cherwell","South East"
"290",145000,2009-04-02,2009,56.64,"E07000177","Cherwell","South East"
"291",174500,2009-08-24,2009,58.42,"E07000177","Cherwell","South East"
"292",128000,2009-11-27,2009,46.92,"E07000177","Cherwell","South East"
"293",145000,2009-02-06,2009,75.68,"E07000177","Cherwell","South East"
"294",245000,2009-10-30,2009,81.92,"E07000177","Cherwell","South East"
"295",210000,2009-01-23,2009,104.02,"E07000177","Cherwell","South East"
"296",185000,2009-08-14,2009,85.02,"E07000177","Cherwell","South East"
"297",175000,2009-02-20,2009,72,"E07000177","Cherwell","South East"
"298",235000,2009-08-24,2009,109.4,"E07000177","Cherwell","South East"
"299",237500,2009-03-27,2009,129.3,"E07000177","Cherwell","South East"
"300",340000,2009-05-01,2009,138.16,"E07000177","Cherwell","South East"
"301",138000,2009-12-21,2009,42.27,"E07000177","Cherwell","South East"
"302",190000,2009-04-01,2009,153,"E07000177","Cherwell","South East"
"303",204500,2009-07-03,2009,87,"E07000177","Cherwell","South East"
"304",140000,2009-12-22,2009,65.04,"E07000177","Cherwell","South East"
"305",530000,2009-09-23,2009,97.83,"E07000177","Cherwell","South East"
"306",290000,2009-12-10,2009,89.8,"E07000177","Cherwell","South East"
"307",510000,2009-08-11,2009,126.53,"E07000177","Cherwell","South East"
"308",160000,2009-08-26,2009,104,"E07000177","Cherwell","South East"
"309",360000,2009-07-20,2009,155.82,"E07000177","Cherwell","South East"
"310",165000,2009-08-14,2009,81.6,"E07000177","Cherwell","South East"
"311",151000,2009-07-01,2009,87.5,"E07000177","Cherwell","South East"
"312",240000,2009-12-14,2009,85,"E07000177","Cherwell","South East"
"313",180000,2009-07-03,2009,77,"E07000177","Cherwell","South East"
"314",147000,2009-01-09,2009,53.12,"E07000177","Cherwell","South East"
"315",159000,2009-10-30,2009,63.7195,"E07000177","Cherwell","South East"
"316",175000,2009-02-02,2009,66.44,"E07000177","Cherwell","South East"
"317",226500,2009-04-09,2009,85.79,"E07000177","Cherwell","South East"
"318",165000,2009-08-07,2009,81.58,"E07000177","Cherwell","South East"
"319",209000,2009-10-16,2009,96.51,"E07000177","Cherwell","South East"
"320",249000,2009-11-13,2009,96.6,"E07000177","Cherwell","South East"
"321",260000,2009-08-11,2009,92.84,"E07000177","Cherwell","South East"
"322",215000,2009-11-05,2009,80.62,"E07000177","Cherwell","South East"
"323",164950,2009-10-08,2009,53.64,"E07000177","Cherwell","South East"
"324",175000,2009-10-23,2009,106.32,"E07000177","Cherwell","South East"
"325",291000,2009-11-23,2009,121.62,"E07000177","Cherwell","South East"
"326",160000,2009-09-18,2009,51,"E07000177","Cherwell","South East"
"327",260000,2009-12-09,2009,72.75,"E07000177","Cherwell","South East"
"328",167000,2009-08-17,2009,71.19,"E07000177","Cherwell","South East"
"329",133000,2009-01-30,2009,54.2,"E07000177","Cherwell","South East"
"330",440000,2009-01-14,2009,152,"E07000177","Cherwell","South East"
"331",170000,2009-08-11,2009,79.4,"E07000177","Cherwell","South East"
"332",250000,2009-06-26,2009,103,"E07000177","Cherwell","South East"
"333",205000,2009-10-09,2009,87,"E07000177","Cherwell","South East"
"334",185000,2009-08-07,2009,85.16,"E07000177","Cherwell","South East"
"335",143500,2009-08-14,2009,68.63,"E07000177","Cherwell","South East"
"336",150000,2009-05-20,2009,63.02,"E07000177","Cherwell","South East"
"337",129000,2009-11-19,2009,82.84,"E07000177","Cherwell","South East"
"338",171000,2009-12-11,2009,96,"E07000177","Cherwell","South East"
"339",175000,2009-05-19,2009,72,"E07000177","Cherwell","South East"
"340",135000,2009-08-27,2009,62.8,"E07000177","Cherwell","South East"
"341",495000,2009-11-03,2009,137,"E07000177","Cherwell","South East"
"342",92000,2009-09-18,2009,41.23,"E07000177","Cherwell","South East"
"343",172000,2009-08-03,2009,66.34,"E07000177","Cherwell","South East"
"344",150000,2009-12-03,2009,82.8,"E07000177","Cherwell","South East"
"345",132000,2009-10-19,2009,49.02,"E07000177","Cherwell","South East"
"346",187000,2009-07-23,2009,85.04,"E07000177","Cherwell","South East"
"347",192000,2009-09-18,2009,105.69,"E07000177","Cherwell","South East"
"348",220000,2009-04-01,2009,89.23,"E07000177","Cherwell","South East"
"349",208000,2009-07-02,2009,107.2,"E07000177","Cherwell","South East"
"350",270000,2009-10-23,2009,97.6,"E07000177","Cherwell","South East"
"351",120000,2009-05-01,2009,40.8,"E07000177","Cherwell","South East"
"352",265000,2009-07-17,2009,135.64,"E07000177","Cherwell","South East"
"353",157000,2009-03-04,2009,56.8,"E07000177","Cherwell","South East"
"354",325000,2009-08-25,2009,115.89,"E07000177","Cherwell","South East"
"355",410000,2009-12-11,2009,111.16,"E07000177","Cherwell","South East"
"356",85000,2009-04-20,2009,62.13,"E07000177","Cherwell","South East"
"357",167950,2009-06-30,2009,65.67,"E07000177","Cherwell","South East"
"358",250000,2009-07-15,2009,113.5,"E07000177","Cherwell","South East"
"359",157000,2009-11-05,2009,92.7,"E07000177","Cherwell","South East"
"360",270000,2009-09-25,2009,96.5,"E07000177","Cherwell","South East"
"361",205000,2009-05-29,2009,54.3,"E07000177","Cherwell","South East"
"362",465000,2009-08-28,2009,235.19,"E07000177","Cherwell","South East"
"363",155000,2009-08-07,2009,63.5,"E07000177","Cherwell","South East"
"364",250000,2009-10-20,2009,108.53,"E07000177","Cherwell","South East"
"365",353500,2009-04-30,2009,129.52,"E07000177","Cherwell","South East"
"366",162500,2009-12-04,2009,58.22,"E07000177","Cherwell","South East"
"367",119000,2009-07-06,2009,76.3,"E07000177","Cherwell","South East"
"368",96000,2009-04-17,2009,52,"E07000177","Cherwell","South East"
"369",410000,2009-10-29,2009,170.22,"E07000177","Cherwell","South East"
"370",335000,2009-09-04,2009,99.74,"E07000177","Cherwell","South East"
"371",168000,2009-10-02,2009,58.33,"E07000177","Cherwell","South East"
"372",162000,2009-09-11,2009,84.97,"E07000177","Cherwell","South East"
"373",287000,2009-10-30,2009,134.39,"E07000177","Cherwell","South East"
"374",160000,2009-08-06,2009,79.74,"E07000177","Cherwell","South East"
"375",175000,2009-07-22,2009,69.44,"E07000177","Cherwell","South East"
"376",136000,2009-08-20,2009,43.7,"E07000177","Cherwell","South East"
"377",232500,2009-11-23,2009,100.74,"E07000177","Cherwell","South East"
"378",235000,2009-05-15,2009,94.1,"E07000177","Cherwell","South East"
"379",227000,2009-10-02,2009,92.7,"E07000177","Cherwell","South East"
"380",230000,2009-08-21,2009,75.93,"E07000177","Cherwell","South East"
"381",325000,2009-08-25,2009,154.32,"E07000177","Cherwell","South East"
"382",145000,2009-12-21,2009,84.38,"E07000177","Cherwell","South East"
"383",365000,2009-11-24,2009,170,"E07000177","Cherwell","South East"
"384",248000,2009-05-20,2009,92,"E07000177","Cherwell","South East"
"385",210000,2009-12-18,2009,105.61,"E07000177","Cherwell","South East"
"386",145000,2009-08-28,2009,60.52,"E07000177","Cherwell","South East"
"387",212000,2009-03-18,2009,80.4,"E07000177","Cherwell","South East"
"388",175000,2009-12-17,2009,73.39,"E07000177","Cherwell","South East"
"389",270000,2009-04-15,2009,107.39,"E07000177","Cherwell","South East"
"390",172000,2009-06-05,2009,73.64,"E07000177","Cherwell","South East"
